Date,Target Name,Target Industry Sector,"Target
Nation",Acquiror Name,Acquiror Industry Sector,"Acquiror
Nation","%
of
Shares
Acq.","%
Owned
After
Trans-
action","Value
of
Transaction
($mil)","Acquiror
Ticker
Symbol","Target
Ticker
Symbol","Acquiror
Datastream
Code","Target
Datastream
Code"
07.02.00,Prestoplan Purpose Built Ltd,"Wood Products, Furniture, and Fixtures",United Kingdom,Wilson Connolly Holdings PLC,Construction Firms,United Kingdom,100.00,100.0,6.387,WSNC,,911332,
07.02.00,Roozen & Van Hoof Groep BV,Business Services,Netherlands,Hays PLC,Business Services,United Kingdom,100.00,100.0,,HAS,,901164,
07.02.00,Smoptech,Chemicals and Allied Products,Finland,Johnson Matthey PLC,Chemicals and Allied Products,United Kingdom,,,,JMAT,,901152,
07.02.00,Safeland PLC-Properties(7),Transportation and Shipping (except air),United Kingdom,Safestore PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,12.774,STP,,50321E,
07.02.00,Sedi,Business Services,France,Hays PLC,Business Services,United Kingdom,100.00,100.0,,HAS,,901164,
07.02.00,Solway Foods Holdings Ltd,Food and Kindred Products,United Kingdom,Northern Foods PLC,Food and Kindred Products,United Kingdom,40.00,40.0,,NFDS,,900801,
30.06.03,Solway Foods Holdings Ltd,Food and Kindred Products,United Kingdom,Northern Foods PLC,Food and Kindred Products,United Kingdom,60.00,100.0,42.552,NFDS,,900801,
07.02.00,2 Sl Mrktng & Sls Cnsltncy BV,Prepackaged Software,Netherlands,Anite Group PLC,Business Services,United Kingdom,100.00,100.0,.536,AIE,,917534,
07.02.00,"Wickes Warehouse,Cardiff",Real Estate; Mortgage Bankers and Brokers,United Kingdom,Grantchester Holdings PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,14.315,GRT,,882322,
08.02.00,Denki Ltd,Prepackaged Software,United Kingdom,Rage Software PLC,Prepackaged Software,United Kingdom,20.00,20.0,.20,RGE,,907522,
08.02.00,Development Studios(2),Prepackaged Software,United Kingdom,Rage Software PLC,Prepackaged Software,United Kingdom,100.00,100.0,5.636,RGE,,907522,
02.03.00,EEL Group,Business Services,Ireland-Rep,RPS Group PLC,Business Services,United Kingdom,100.00,100.0,11.199,RPS,,953598,
08.02.00,Integrated Systems of Logistic,Wholesale Trade-Nondurable Goods,Poland,Tibbett & Britten Group PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,TIBL,,940840,
31.03.00,MotionPoster Co Ltd,Advertising Services,United Kingdom,Westminster Scaffolding Group,Construction Firms,United Kingdom,100.00,100.0,16.485,WSC,,953889,
08.02.00,RGB Tree Ltd,Prepackaged Software,United Kingdom,Rage Software PLC,Prepackaged Software,United Kingdom,100.00,100.0,3.316,RGE,,907522,
08.02.00,Ride The Tiger,Business Services,United Kingdom,Chrysalis Group PLC,"Printing, Publishing, and Allied Services",United Kingdom,65.00,65.0,6.448,CHS,,51868P,
09.02.00,Alpha Braze Inc,"Measuring, Medical, Photo Equipment; Clocks",United States,Bodycote International PLC,Miscellaneous Services,United Kingdom,100.00,100.0,6.25,BOY,,910119,
23.03.00,Cobra Therapeutics Ltd,Drugs,United Kingdom,ML Laboratories PLC,Health Services,United Kingdom,100.00,100.0,32.238,MLB,,953842,
09.02.00,Fibrowatt Ltd,"Electric, Gas, and Water Distribution",United Kingdom,Kelda Group PLC,"Electric, Gas, and Water Distribution",United Kingdom,31.00,31.0,9.70,KEL,,904486,
24.03.00,HMA Power Systems BV,Electronic and Electrical Equipment,Netherlands,FKI PLC,Machinery,United Kingdom,100.00,100.0,19.399,FKI,,911384,
09.02.00,PointServe Inc,Prepackaged Software,United States,Scoot.com PLC,Business Services,United Kingdom,5.30,5.3,8.00,"SCO.L
SCOP",,953822,
09.02.00,Prepayment Cards Ltd,Prepackaged Software,United Kingdom,National Express Group PLC,Transportation and Shipping (except air),United Kingdom,10.00,10.0,6.448,NEX,,301917,
06.04.00,Cromwell Media Ltd,Business Services,United Kingdom,InterX PLC,Wholesale Trade-Durable Goods,United Kingdom,63.00,100.0,227.213,ITX,,135889,
09.02.00,Tell.It International BV,Business Services,Netherlands,CMG PLC,Business Services,United Kingdom,100.00,100.0,12.754,CMG,,870205,
10.02.00,Bewley Carlaw Computer Systems,Wholesale Trade-Durable Goods,United Kingdom,Lynx Group PLC,Prepackaged Software,United Kingdom,100.00,100.0,1.02,LNHL,,953595,
10.02.00,Piar Arastirma AS,Business Services,Turkey,Taylor Nelson Sofres PLC,Business Services,United Kingdom,75.00,75.0,,TNS,,910707,
10.02.00,Racal Datacom BV,Computer and Office Equipment,Netherlands,Cable & Wireless PLC,Telecommunications,United Kingdom,100.00,100.0,,CW.,,,
10.02.00,Siar Arastirma AS,Business Services,Turkey,Taylor Nelson Sofres PLC,Business Services,United Kingdom,75.00,75.0,,TNS,,910707,
11.02.00,Business Consulting Resources,Business Services,United Kingdom,Quantica PLC,Business Services,United Kingdom,100.00,100.0,3.636,QTA,,681096,
11.02.00,Direct Manpower Ltd,Business Services,United Kingdom,Care UK PLC,Health Services,United Kingdom,100.00,100.0,3.217,CUK,,926537,
11.02.00,Documentalia,Business Services,Spain,Mentmore Abbey PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,6.521,,,905728,
17.02.00,Firstnet Services Ltd,Business Services,United Kingdom,Minorplanet Systems PLC,Wholesale Trade-Durable Goods,United Kingdom,51.00,51.0,12.063,MPS,,898643,
03.04.00,Lychgate Shopping Centre,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Tops Estates PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,32.168,TOPS,,926000,
11.02.00,Orpington Industrial Park,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Pillar Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,31.205,PLL,,136511,
11.02.00,Pacer Communication AB,Business Services,Sweden,Valtech SE,Business Services,United Kingdom,100.00,100.0,,LTE,,692779,
11.02.00,WapIT,Business Services,Finland,Durlacher Corp PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,6.60,6.6,2.001,DUC.L,,870904,
31.03.00,Scitec Ltd-Australian Commun,Communications Equipment,Australia,Marconi PLC,Communications Equipment,United Kingdom,100.00,100.0,43.981,MONI,,296107,
14.02.00,"Henblas Sq Shpng Ctr, Wrexham",Real Estate; Mortgage Bankers and Brokers,United Kingdom,Delancey Estates PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,23.898,DYE,,136903,
14.02.00,Quality Pro BV,Business Services,Netherlands,ECsoft Group PLC,Business Services,United Kingdom,100.00,100.0,5.711,"ECS
ECSGY",,681683,
14.02.00,Red Alternativa SA,Business Services,Argentina,Quantum Dolphin PLC(Soros),"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,80.00,80.0,30.007,,,,
31.12.00,WCL Wireless Commerce Ltd,Business Services,Finland,NewMedia Spark PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,3.002,NMS,,275886,
15.02.00,Channel 5 Broadcasting Ltd,Radio and Television Broadcasting Stations,United Kingdom,United News & Media PLC,"Printing, Publishing, and Allied Services",United Kingdom,6.37,35.4,97.112,"UNEWY
UNWS",,,
15.02.00,Football Monthly,"Printing, Publishing, and Allied Services",United Kingdom,10 Group PLC,Advertising Services,United Kingdom,100.00,100.0,.059,TENPY,,905695,
15.02.00,Hi-Revolution.com,Business Services,United Kingdom,JellyWorks PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,3.174,JLY,,282050,
15.02.00,LeonardoUK.com,Business Services,United Kingdom,Alumasc Group PLC,Machinery,United Kingdom,51.00,51.0,,ALU,,914430,
15.02.00,Phoenix International Ltd Inc,Prepackaged Software,United States,London Bridge Software Holding,Prepackaged Software,United Kingdom,10.11,10.1,5.00,"LBSHF
LNB",PHXX,888518,875183
15.02.00,"35 Argyle Street,Glasgow",Real Estate; Mortgage Bankers and Brokers,United Kingdom,Scottish Metropolitan Property,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,9.521,SMET,,904126,
15.02.00,Gondwana Resources Ltd,Mining,Australia,Grosvenor Land Holdings PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,5.00,5.0,.188,GVR,GDA,882248,756589
16.02.00,ASM Waste Services Ltd,Sanitary Services,United Kingdom,Shanks Group PLC,Sanitary Services,United Kingdom,100.00,100.0,,SKS,,981250,
20.04.00,AGRA Inc,Business Services,Canada,AMEC PLC,Business Services,United Kingdom,100.00,100.0,335.729,AMEC,AGR,901788,
16.02.00,Arco Ireland Offshore Inc,Oil and Gas; Petroleum Refining,Ireland-Rep,Enterprise Oil PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,,ETP,,974355,
16.02.00,Bio-Logic Remediation Ltd,Sanitary Services,United Kingdom,Shanks Group PLC,Sanitary Services,United Kingdom,100.00,100.0,,SKS,,981250,
16.02.00,"Clair Field,West of Shetlands",Oil and Gas; Petroleum Refining,United Kingdom,Enterprise Oil PLC,Oil and Gas; Petroleum Refining,United Kingdom,3.10,18.7,,ETP,,974355,
16.02.00,Getchatting.com,Prepackaged Software,United Kingdom,Oxford Technology Vct PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,42.83,42.8,.069,OXT,,962132,
22.02.00,Explore Worldwide Ltd,Transportation and Shipping (except air),United Kingdom,Holidaybreak PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,49.093,HBR.L,,928744,
14.04.00,Meristem PLC,Chemicals and Allied Products,United Kingdom,Torday & Carlisle PLC,Repair Services,United Kingdom,71.10,100.0,9.80,TDCL,MTM,953982,911861
17.02.00,XPT Ltd,Prepackaged Software,United Kingdom,Freeserve PLC(Dixons Group),Business Services,United Kingdom,19.50,19.5,.564,"FRE
FREE",,,
18.02.00,Extempus Ltd,Telecommunications,United Kingdom,FII Group PLC,"Holding Companies, Except Banks",United Kingdom,8.60,8.6,2.45,FIIL,,926674,
31.03.00,Courtaulds Textiles-Standfast,Textile and Apparel Products,United Kingdom,Walker Greenbank PLC,Paper and Allied Products,United Kingdom,100.00,100.0,14.409,WGB,,905917,
02.03.00,Funplanet AB,Prepackaged Software,Sweden,NewMedia Spark PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,12.00,12.0,1.387,NMS,,275886,
18.02.00,"Leyton Ppty(Warner Estate,BPT)",Real Estate; Mortgage Bankers and Brokers,United Kingdom,BPT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,50.00,100.0,1.447,BFDP,,904920,
02.06.00,Pennine Retail Systems,Prepackaged Software,United Kingdom,Alphameric Solutions Ltd,Prepackaged Software,United Kingdom,100.00,100.0,96.95,ALM,,,
18.02.00,Streets Online Ltd,Miscellaneous Retail Trade,United Kingdom,British Sky Bdcstg Grp PLC,Radio and Television Broadcasting Stations,United Kingdom,14.00,14.0,9.606,"BSY
BSY
BSYBY",,135116,
19.07.00,Unigate PLC-Dairy & Cheese,Food and Kindred Products,United Kingdom,Dairy Crest Group PLC,Food and Kindred Products,United Kingdom,100.00,100.0,354.359,DCG,,882065,
18.02.00,Van den Reek Projecten BV,"Wood Products, Furniture, and Fixtures",Netherlands,Intercare Group PLC,Drugs,United Kingdom,100.00,100.0,1.053,ITCL,,943548,
20.02.00,Armature Ltd,Prepackaged Software,United Kingdom,Schroder Ventures Intl Invest,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,56.00,SVI,,961447,
20.02.00,TeleCentric Solutions,Prepackaged Software,United Kingdom,PowerGen PLC,"Electric, Gas, and Water Distribution",United Kingdom,50.00,50.0,8.01,PWG,,,
21.02.00,"Carnaby Island Site,London",Real Estate; Mortgage Bankers and Brokers,United Kingdom,Shaftesbury PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,68.085,SHB,,953681,
21.02.00,"Chaucer House,Portsmouth",Real Estate; Mortgage Bankers and Brokers,United Kingdom,The Unite Group PLC,Hotels and Casinos,United Kingdom,100.00,100.0,4.406,UTG,,698466,
21.02.00,"Halls Of Residence,Manchester",Real Estate; Mortgage Bankers and Brokers,United Kingdom,The Unite Group PLC,Hotels and Casinos,United Kingdom,100.00,100.0,8.411,UTG,,698466,
14.06.00,NFC PLC,Transportation and Shipping (except air),United Kingdom,Ocean Group PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,",2184.904",OTTL,NFC,,901373
21.02.00,"Northernhay House,Exeter",Real Estate; Mortgage Bankers and Brokers,United Kingdom,The Unite Group PLC,Hotels and Casinos,United Kingdom,100.00,100.0,3.605,UTG,,698466,
30.05.00,Norwich Union PLC,Insurance,United Kingdom,CGU PLC,Insurance,United Kingdom,100.00,100.0,",11846.474",CUAC,NU,901503,897559
05.05.00,Travel Services International,Transportation and Shipping (except air),United States,Airtours PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,368.473,AIRN,TRVL,,895244
22.02.00,ATR Information AB,Business Services,Sweden,SDL PLC,Business Services,United Kingdom,100.00,100.0,.593,SDL,,278833,
01.03.00,Computec Media AG,"Printing, Publishing, and Allied Services",Germany,Gameplay.com PLC,Business Services,United Kingdom,100.00,100.0,77.008,GAM.L,CMD,270411,690415
22.02.00,Merlin Convenience Stores Ltd,Retail Trade-Food Stores,United Kingdom,Alldays PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,,,,911984,
22.02.00,Systemcare Ltd,Prepackaged Software,United Kingdom,Durlacher Corp PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,14.25,14.3,1.532,DUC.L,,870904,
22.02.00,Tilbury Douglas Homes Ltd,Construction Firms,United Kingdom,Persimmon PLC,Construction Firms,United Kingdom,100.00,100.0,31.442,PSN,,910133,
23.03.00,Birchin International-Training,Educational Services,United Kingdom,Hanover International PLC,Hotels and Casinos,United Kingdom,100.00,100.0,27.411,HVR,,361289,
23.02.00,Commerce Customs Brokers &,Transportation and Shipping (except air),Canada,Union Transport,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,UNTP,,270243,
15.05.00,Everest Medical Corp,"Measuring, Medical, Photo Equipment; Clocks",United States,Gyrus Group PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,51.267,GYG,EVMD,898616,544206
23.02.00,Gourmet Beaujolais,Food and Kindred Products,France,Perkins Foods PLC,Food and Kindred Products,United Kingdom,100.00,100.0,.765,PEJL,,308825,
23.02.00,Jetweb Sweden AB,Transportation and Shipping (except air),Sweden,NewMedia Spark PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,30.00,30.0,1.751,NMS,,275886,
24.02.00,Absalon Group,Business Services,Sweden,Infobank International Hldg,Business Services,United Kingdom,100.00,100.0,42.156,,,888376,
24.02.00,Autohit PLC,Business Services,United Kingdom,Lex Service PLC,Miscellaneous Retail Trade,United Kingdom,30.00,30.0,8.00,LEXL,,900959,
24.02.00,Formative Engineering Corp,Chemicals and Allied Products,United States,David S Smith(Holdings)PLC,Paper and Allied Products,United Kingdom,100.00,100.0,,SMDS,,910685,
24.02.00,Interglobe Telecommunications,Business Services,United Kingdom,Redstone Telecom PLC,Telecommunications,United Kingdom,100.00,100.0,.806,RED,,275734,
24.02.00,Northumbria Convenience Stores,Retail Trade-Food Stores,United Kingdom,Alldays PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,,,,911984,
24.02.00,Playsafe Monitoring Ltd,Telecommunications,United Kingdom,Tardis Transcommunications PLC,Metal and Metal Products,United Kingdom,100.00,100.0,1.059,,,,
24.02.00,Telefficiency Ltd,Telecommunications,United Kingdom,Redstone Telecom PLC,Telecommunications,United Kingdom,100.00,100.0,26.605,RED,,275734,
15.03.00,Denitz Investments Ltd,"Printing, Publishing, and Allied Services",United Kingdom,Southnews PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,83.195,,,943742,
25.02.00,Fitness Company,Amusement and Recreation Services,Germany,Fitness First PLC,Amusement and Recreation Services,United Kingdom,16.90,66.9,22.02,FTF,,882312,
25.02.00,OSI Pharmaceuticals Inc,Drugs,United States,Intl Biotechnology Trust PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,8.50,IBT,OSIP,960309,729061
25.02.00,Oena Mine,Mining,South Africa,Firestone Diamonds PLC,Mining,United Kingdom,87.50,87.5,2.118,FDI,,686597,
25.02.00,Southern Convenience Stores,Retail Trade-Food Stores,United Kingdom,Alldays PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,,,,911984,
28.02.00,Imas Technology Ltd,Machinery,United Kingdom,Ash & Lacy PLC,Metal and Metal Products,United Kingdom,100.00,100.0,,ASHL,,910064,
28.02.00,Aubay Technology SA,Business Services,France,Amvescap PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,5.33,5.3,,"AVZ
AVZ",N/A,51245V,682785
30.04.00,Bristol Hotels & Resorts Inc,Hotels and Casinos,United States,Bass PLC,Food and Kindred Products,United Kingdom,100.00,100.0,152.497,"BAS
BASS",BH,900242,683952
28.02.00,e-Know.net,Business Services,United Kingdom,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,,III,,960338,
26.05.00,Farlake Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Talisman House PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,36.232,,FAK,679580,135900
28.02.00,Fondex International,"Investment & Commodity Firms,Dealers,Exchanges",Sweden,eXchange Holdings PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,38.732,,,685597,
28.03.00,Ge.media,Prepackaged Software,Ireland-Rep,Gladstone PLC,Business Services,United Kingdom,100.00,100.0,22.55,GLD,,892158,
28.02.00,GlobalState Ltd,Business Services,United Kingdom,Convergence Holdings PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,75.00,75.0,3.188,CNV,,285945,
28.02.00,Help Desk Support Services Ltd,Business Services,United Kingdom,Quantica PLC,Business Services,United Kingdom,100.00,100.0,7.189,QTA,,681096,
28.03.00,In4mation.net Ltd,Prepackaged Software,United Kingdom,Gladstone PLC,Business Services,United Kingdom,100.00,100.0,.343,GLD,,892158,
11.12.00,LG&E Energy Corp,"Electric, Gas, and Water Distribution",United States,PowerGen PLC,"Electric, Gas, and Water Distribution",United Kingdom,100.00,100.0,",5425.921",PWG,LGE,,547552
29.02.00,Jeffrey Chain,Machinery,United States,Renold PLC,Business Services,United Kingdom,100.00,100.0,55.00,RNOL,,900580,
29.02.00,Contigo,Business Services,Netherlands,Logica PLC,Business Services,United Kingdom,100.00,100.0,11.054,LOGL,,901940,
29.02.00,Interactive Data Systems,Business Services,Singapore,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,15.00,15.0,7.20,III,,960338,
